_9dc-OWbNhWaxfF4HCyphA,Sushi Shop,address,Toronto,ON,M2J 5A7,43.7779901,-79.3440914,2.5,11,1,"{'GoodForKids': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsDelivery': 'True', 'Caters': 'True', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'HappyHour': 'False', 'BusinessParking': 'None', 'Ambience': 'None', 'RestaurantsTableService': 'False'}","Restaurants, Fast Food, Sushi Bars",
_9kpamfhbsG5NVNpP-ED3w,Paradise Nails,"936 Market St, Ste 106",Phoenix,AZ,85032,33.6236386,-111.9784252,3.5,45,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'False', 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'CoatCheck': 'False', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'False', 'RestaurantsDelivery': 'None'}","Beauty & Spas, Nail Salons",hours
_9KZUtmlT2lStjPh9IoOEA,Morgan's Shoes,address,Madison,WI,53705,43.073512,-89.45313,3,27,1,attributes,"Shoe Stores, Shopping, Fashion, Accessories",hours
_9LZl0rVu89UOt5a6_J4wQ,Jimmy John's,,Goodyear,AZ,85395,33.4654721,-112.3560366,3,47,1,,"Delis, Restaurants, Fast Food, Sandwiches",
_9Lzliofb0-3s6OSc3llUg,Piri Piri,address,Montréal,QC,H3T 1Y7,45.4969883,-73.6241548,3.5,14,1,attributes,"Portuguese, Restaurants, Chicken Wings",hours
_9oqVZqNvn-lWZUM4Ywy8A,London Fog Cafe,address,Calgary,AB,T2H 2V2,50.9785551,-114.0700768,3.5,14,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'None', 'Caters': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True'}","Caterers, Event Planning & Services, Cafes, Restaurants, Food, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-15:0'}"
_9s_4aTTUPLU-hpnj2cjCQ,Dirtbelly,address,Calgary,AB,T3A 0E2,51.084941,-114.154386,4,16,1,"{'WiFi': ""'no'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'""}","Salad, Food Court, Restaurants",hours
_9W8i0ZLcz8oCsjQIc3_Ww,Firehouse Subs,106 N. Statesville Rd,Tempe,AZ,85284,33.347676,-111.96363,3.5,31,1,attributes,"Fast Food, Restaurants, Delis, Sandwiches",hours
_a_tio6zND31Wp5B3rn2uQ,Sedona at Lone Mountain,address,North Las Vegas,NV,89031,36.247401,-115.152383,2,33,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Home Services, Apartments, Real Estate",hours
_a1ywocs7KuGGfpY5DUlXA,Duke Of Cornwall,address,Toronto,ON,M5G 1S5,43.6534792,-79.3883062,3,19,1,attributes,"Nightlife, Restaurants, Pubs, Gastropubs, Bars","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
_adbswq_0E8MoJ9eoVf6vw,Comfort Inn Conference Center,address,Pittsburgh,PA,15235,40.443041,-79.826353,2.5,47,1,"{'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False'}","Hotels & Travel, Restaurants, Event Planning & Services, Hotels",hours
_AgRcyAa9QlrUgn0w3MC2g,Greek Stop,address,Whitchurch-Stouffville,ON,L4A 2S8,43.9683818,-79.2622496,2.5,17,0,attributes,"Greek, Restaurants","{'Monday': '8:0-16:45', 'Tuesday': '8:0-16:45', 'Wednesday': '8:0-16:45', 'Thursday': '8:0-16:45', 'Friday': '8:0-16:45'}"
_AHrtjA7zdGRa3LE4L04uA,Chapelle Notre-Dame-de-Bon-Secours,3455 W Frye Rd,Montréal,QC,H2Y 1H4,45.5097546,-73.5508393,4.5,16,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'False', 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False'}","Museums, Churches, Religious Organizations, Arts & Entertainment",hours
_AiqOS8io_reYZri1OeP1g,Qualitea,address,Toronto,ON,M5V 2A9,43.6483315,-79.3974594,4,19,0,attributes,"Chinese, Restaurants, Food, Bubble Tea","{'Monday': '11:0-21:0', 'Saturday': '12:0-18:0', 'Sunday': '12:0-18:0'}"
_anMkOs2LhCPvH8T1Q9Cdw,Southside Riverfront Park,address,Pittsburgh,PA,15203,40.43211829,-79.97600555,4,16,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Boating, Mountain Biking, Active Life, Parks","{'Monday': '10:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:30-17:0'}"
_AqONUa91mBuuxS4bgSRBA,Deer Creek Diner,address,Russellton,PA,15076,40.617626,-79.8326944,4.5,47,1,attributes,"American (New), Restaurants",hours
_auFMd9BPAMTgHVYILNyZg,All-N-Tattoo,address,Las Vegas,NV,89121,36.1006736,-115.1002334,4.5,24,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Tattoo, Beauty & Spas","{'Monday': '10:0-18:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-17:0', 'Saturday': '9:0-16:0', 'Sunday': '11:0-16:0'}"
_AWD_scQBxowJ8gzorqcgA,Wolf and Lamb PC,500 S Grand Central Pkwy,Las Vegas,NV,89118,36.0875159,-115.243704,4.5,18,0,attributes,"Video Game Stores, LAN Centers, Shopping, Books, Mags, Music & Video, Arcades, Food, Videos & Video Game Rental, Arts & Entertainment, Internet Cafes",hours
_BBXbO8lI-yf4uLHUzRkgw,McCowan Fish & Chips,address,Scarborough,ON,M1J 1K2,43.753251,-79.244122,4,51,1,"{'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""'quiet'"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'Caters': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True'}","Fish & Chips, Restaurants, Seafood","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-15:0'}"
_BgnYJV0mhn42Ux4naA0vA,Johnny Roger's BBQ & Burgers,address,Concord,NC,28027,35.36924916,-80.66408664,4,48,1,attributes,"American (New), Burgers, Barbeque, Restaurants",hours
_BJdRw73rGb35ofd3ElTUA,YS Mandi Restaurant,address,Tempe,AZ,85281,33.4212886,-111.9246967,4.5,47,1,attributes,"Mediterranean, Restaurants, Middle Eastern, Halal","{'Monday': '6:0-5:30', 'Tuesday': '6:0-5:30', 'Wednesday': '6:0-5:30', 'Thursday': '6:0-5:30', 'Friday': '6:0-5:30', 'Saturday': '6:0-5:30', 'Sunday': '6:0-5:30'}"
_BLsLFpxcwj7y35a-BuObA,Sapore By Zafferano,address,Woodbridge,ON,L4H 0S5,43.776828,-79.626367,3,32,1,"{'RestaurantsPriceRange2': '4', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""'no'"", 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'True', 'BikeParking': 'False'}","Italian, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
_bOlJfNELoVIiYGonYnPWw,Sushi House,address,Las Vegas,NV,89142,36.1580683,-115.0462754,3,45,1,"{'HasTV': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'OutdoorSeating': 'False', 'WiFi': ""'no'"", 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Japanese, Sushi Bars, Restaurants",hours
_BS2zLAkZbelPCt5wLHQqQ,Walgreens,address,Las Vegas,NV,89109,36.132668,-115.16398,3,34,1,"{'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Drugstores, Food, Photography Stores & Services, Convenience Stores, Cosmetics & Beauty Supply, Shopping, Beauty & Spas","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
_BwcSuAj69CkjfXHPl8CAA,Bank of America,address,Chandler,AZ,85224,33.3492863,-111.8596933,2.5,13,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Banks & Credit Unions, Financial Services, Mortgage Brokers, Real Estate, Home Services","{'Monday': '0:0-0:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0'}"
_BzqiSfswHWAKL1bcvnqkA,City of Madison,address,Madison,WI,53703,43.07473082,-89.3842357,4.5,22,1,attributes,"Landmarks & Historical Buildings, Public Services & Government",hours
_c3udwzmFijX6Wj6HO4Neg,Rose Nails & Hair,address,Las Vegas,NV,89103,36.11859,-115.208752,2.5,14,0,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True'}","Hair Removal, Beauty & Spas, Hair Salons, Nail Salons","{'Monday': '17:0-0:0', 'Tuesday': '17:0-0:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '17:0-1:0', 'Saturday': '11:30-1:0', 'Sunday': '11:30-22:0'}"
_C62VL3O6OwRbJhEcv0f3g,Juniper Botanical Spa & Nail Artistry,address,Phoenix,AZ,85013,33.4950358,-112.0813341,4.5,24,1,"{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'True', 'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False'}","Skin Care, Day Spas, Beauty & Spas, Nail Salons, Health & Medical, Acupuncture, Massage, Eyelash Service","{'Tuesday': '18:0-2:0', 'Wednesday': '18:0-2:0', 'Thursday': '18:0-2:0', 'Friday': '18:0-2:0', 'Saturday': '18:0-2:0', 'Sunday': '18:0-2:0'}"
_CBSumrzNnPvayiMIK3NXg,Faith Lutheran Thrift Store,address,Las Vegas,NV,89146,36.14773334,-115.2433366,4,26,1,attributes,"Shopping, Discount Store, Thrift Stores",hours
_CF9vpN1F9KcAkXbOIkL8w,Tokyo Express,address,Phoenix,AZ,85031,33.496392,-112.1671464,3,31,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'no'"", 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""'quiet'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Restaurants, Japanese",hours
_cFkVGeKfmp2nIG6Yb3b3A,Old Navy Chandler Village,17600 Yonge Street,Chandler,AZ,85226,33.29756046,-111.8997495,3.5,10,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'False', 'GoodForKids': 'True', 'RestaurantsTableService': 'False', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'DogsAllowed': 'False', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Caters': 'True', 'WiFi': ""u'free'""}","Shopping, Men's Clothing, Women's Clothing, Children's Clothing, Fashion","{'Monday': '0:0-0:0', 'Tuesday': '10:30-20:0', 'Wednesday': '10:30-20:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}"
_CgyqbB7ySSZrCi3c8toLQ,Holt Renfrew,address,Toronto,ON,M6A 2T9,43.7251083,-79.4528087,2,46,1,"{'RestaurantsPriceRange2': '4', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'BikeParking': 'True', 'DogsAllowed': 'False'}","Accessories, Shopping, Women's Clothing, Men's Clothing, Department Stores, Fashion",hours
_CLE-gHZLhj6mDl3QrdSwg,Vesta Lunch,address,Toronto,ON,M5R 1W6,43.6733021,-79.4142498,3,50,1,attributes,"Restaurants, Diners","{'Wednesday': '12:0-19:0', 'Thursday': '12:0-19:0', 'Friday': '12:0-19:0', 'Saturday': '12:0-19:0', 'Sunday': '12:0-19:0'}"
_CLiet3PTLzNFhsGNrBRtw,Swagger Men's Grooming,address,Henderson,NV,89052,36.0029971,-115.1076659,4.5,51,1,"{'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""'full_bar'"", 'GoodForKids': 'True', 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}""}","Hair Removal, Beauty & Spas, Waxing, Men's Hair Salons, Barbers, Hair Salons",
_cqA98IQ9oiLxdP1FYW9UA,Xtreme Interiors,"2201 Brimley Road, Unit #5",Las Vegas,NV,89131,36.3656399,-115.2244853,4.5,41,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Home & Garden, Flooring, Contractors, Damage Restoration, Kitchen & Bath, Shopping, Carpenters, Cabinetry, Home Services, Drywall Installation & Repair, Painters","{'Monday': '8:0-19:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-18:0', 'Sunday': '10:0-17:0'}"
_cQCpp4Q7XZ1cZGxly08OQ,Boris Shoe Repair,address,Scottsdale,AZ,85260,33.583767,-111.883734,4,40,1,{'BusinessAcceptsCreditCards': 'True'},"Local Services, Shoe Repair",hours
_ctJ1voqO3ID2C8IxxGUxg,Smoke BBQ Grill,address,Painesville,OH,44077,41.75061132,-81.20730231,3.5,51,1,attributes,"American (Traditional), Barbeque, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
_cURxKsoFZqa9-1UA_gHqQ,BBQ Island,address,Peoria,AZ,85382,33.6362473,-112.2306941,4.5,15,1,"{'WheelchairAccessible': 'True', 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False'}","Shopping, Appliances, Home & Garden, Grilling Equipment, Outdoor Furniture Stores",hours
_cXlOx98RAJlQq0idHQHEg,The Pet Club,161 Danforth Avenue,Peoria,AZ,85381,33.6105809,-112.2224277,3.5,11,0,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'Caters': 'True', 'HappyHour': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'HasTV': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}""}","Pet Adoption, Pet Services, Pet Stores, Pets, Pet Groomers",hours
_cySQtzW1NAQLciwjsnXrg,Roman Fountain Pizza,address,Lakewood,OH,44107,41.4849242,-81.8062787,4,31,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'formal'"", 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True'}","Restaurants, Pizza",hours
_D4-Mz0cu0t8IRc6L9XmdQ,Magnolia Lane,address,Henderson,NV,89052,36.0214435,-115.0876088,4,29,1,"{'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'True', 'ByAppointmentOnly': 'False'}","Flowers & Gifts, Gift Shops, Home & Garden, Jewelry, Home Decor, Shopping",hours
_D7rUvTYVivYBDeGL_gTVQ,Dairy Queen,address,Madison,WI,53716,43.0852252,-89.3012718,1.5,25,0,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True'}","Ice Cream & Frozen Yogurt, Food, Burgers, Fast Food, Restaurants","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
_d7ySCr1d4k-NmDsdNTqgQ,PetSmart,1310 W Sugar Creek Rd,Pittsburgh,PA,15237,40.54985,-80.02154,3,12,1,attributes,"Pet Training, Pet Services, Pet Groomers, Pets, Pet Stores",hours
_Diz3wu0X3D-YNAbzdU6kg,Rooms To Go,address,Charlotte,NC,28205,35.1976904,-80.7679448,2,17,1,attributes,"Mattresses, Home Decor, Home & Garden, Furniture Stores, Shopping","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '11:0-18:0'}"
_Djog73wLd483X9101Z6Ng,Cordan Electric,address,Las Vegas,NV,89131,36.3656399,-115.2244853,4.5,14,1,attributes,"Lighting Fixtures & Equipment, Home Services, Electricians",hours
_DMrezN4Aq4T_7VmUjdnpg,Arizona Import Specialists,address,Tempe,AZ,85281,33.4270377,-111.9076049,5,49,1,attributes,"Auto Repair, Automotive","{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0'}"
_Dr65MLXgVu5hOqSI6pcFg,Shawarma Palace Montgomery,address,Calgary,AB,T2A 0S4,51.0724288,-114.1599883,4.5,12,1,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'True'}","Food, Restaurants, Middle Eastern, Mediterranean, Donairs","{'Monday': '10:0-21:30', 'Tuesday': '10:0-21:30', 'Wednesday': '10:0-21:30', 'Thursday': '10:0-21:30', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-21:30'}"
_Dz7a9gMBJgo_JTO0PPuxw,Clarion Hotel and Conference Centre,address,Calgary,AB,T2E 1L4,51.0676271,-114.0102851,3,18,1,attributes,"Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '11:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '12:0-18:0'}"
_E0bnZc2qpP-3s_IkAlvag,Under Armour Factory House - Las Vegas North,7616 W Thunderbird Rd,Las Vegas,NV,89106,36.1656231,-115.155844,4,14,1,attributes,"Shopping, Sports Wear, Fashion, Shoe Stores, Outlet Stores, Sporting Goods","{'Monday': '11:30-2:0', 'Tuesday': '11:30-2:0', 'Wednesday': '11:30-2:0', 'Thursday': '11:30-2:0', 'Friday': '11:30-2:30', 'Saturday': '12:0-2:30', 'Sunday': '12:0-2:0'}"
_E2WYUikUfqq7JHvGYh9bQ,Clark County Government Center,7770 S Priest Dr,Las Vegas,NV,89155,36.165699,-115.153084,4.5,18,1,attributes,"Public Services & Government, Community Centers",hours
