review_id,user_id,business_id,stars,useful,funny,cool,text,word_count,date,elite,average
aH_3bh7XmtsPs-OHVYGEjg,nqA8zJXhEVWCMi_yC1Z8Dw,_4KbTU8rSnPeoGU8veK0Pg,5,7,0,5,"Wow! I've been looking for an outdoor shop of this caliber on the west side. I stopped in around Christmas. In fact, it must have been a day or two before the actual holiday. 

I was immediately taken aback by the amount of product and sections in this store. It is packed full of almost any piece of outdoor gear I could want. So I began by navigating around and identifying the sections I needed to concentrate on for a christmas gift or two. FYI I ended up walking out with half a dozen gifts and many ideas for items I wanted myself. 

The front of the store has baselayers, coats, and technical clothing, turn left and you're into more clothing based on season I believe. Around the check-out counter there are climbing gear counters and knives, camping gadgets. I saw some rope and packs of quickdraws that I really wanted as well as a new belay device. One more room back looks like the fisherman's wharf of fishing gear if that makes any sense. There was a lot and I don't know much about fishing to begin talking about it. They did have kayaks, and a few really cool ones. 

I spent most of my time around the camping and backpacking gear to the right of all of this. There is also a clearance area in the way back. If the middle of this area is a small bookcase with tons of great camping and backpacking resources, maps, novels, guides, etc. 

Honestly, there was nothing I couldn't find at this store and I wish I had more cash to go back.",272,2/17/2011 0:27,TRUE,0.171253641
AHPuznAQI3ZZwDuPS9LhDw,f_99qFbcLJQgJ9Q5O60aRA,_4KbTU8rSnPeoGU8veK0Pg,5,2,2,2,"The Backpackers Shop is just that...a shop for all of your backpacking/hiking needs, but they don't just stop there.  Basically, if you are looking for the best of the best gear that you can get for your excursion then this is the place to come in.  The staff is super knowledgeable about their products, and are very quick to help make sure that you get the correct fitting gear.  Some may say that their prices are high, but they are right at market pricing if you know what you are really looking at.

If you love the outdoors and are looking to step up your gear before that next excursion then you need to stop in The Backpackers Shop.  Your trip will be much more enjoyable when you aren't fighting against poor quality gear.",134,2/12/2016 19:16,TRUE,0.139628427
AHtr6gXfUqm8Cm0v6GlnhQ,IcYcOJsB-cm0rqtvZB9QFg,_3IE9guLHvAr-kJpH4Zd7Q,5,1,0,1,"Great food, the owner offered us pizza fresh out of the oven to try and it was amazing
The food was warm and fresh, must try the burgers here.",29,2/13/2018 18:28,FALSE,0.09134798
ahTTub89r6jgzJxoAVcuAQ,kLm3B6LeboEZWX_4otpILA,_6agShdUe17ftw_xHo26IA,4,1,0,1,"One of my inlaws recommended this place to me because they all know how much I love chicken. Got a chicken sandwich trio and found it to be pretty good. While the sandwich was decent, the fries were amazing. Would come back here just for the fries.",47,12/18/2016 4:54,TRUE,0.118579952
aia8kgrf2POTmVK9BZVasw,ftrYSFBQW6J6x3qfa9cJVg,_2jq1pu7XuKFylIsJZkc1A,5,0,0,0,AUSTIN SAVED MY LIFE!  Thank you for being so knowledgeable and so kind!  I'll make sure to refer  everyone to you and your store!,24,9/7/2018 18:53,FALSE,0.055601845
aIAuGbNsD1hzwf9AyYisIA,JmhVFueYvJe0CsUddwuajw,_5HVzDRdS5bqOHIxGaaZwA,5,5,6,4,"I was THISCLOSE to tears. tears of happiness. 

I am a fan of HGTV and they are always freakin talking about the Homegoods Store. I was so sad thinking that we didnt have one and I hated their website bc you can't buy anything on it. So I just decided there was no hope. 

Then, after class one night i was driving and lit up like angels calling my name, i saw it. Homegoods. connected to TJ Maxx. I went bananas. 

Today I finally had the chance to shop so I went. for 3 hours. i'm not lying. yes, that was me, i was the girl with 2 shopping carts giving the stink eye to anyone eyeing something that i was eyeing. watch out- thats mine!!!!! 

I filled up my trunk- then my backseat and I still have a few more things to pick up manana. I can't wait. 

and the best part? I only spent like $300 on an entire car full of goods!!! my entire guest room is totally decorated now, my master has all of it's little pieces and i am so stoked. I also found some things for my backyard. 

I can't wait to go back when it's time to do my office! but that project is a bit down on my priority list. 

homegoods is what's up. the lady was THISCLOSE to convincing me to sign up for their credit card to save 10%....maybe i should............",241,12/3/2009 4:34,TRUE,1
AIdZyIk-zyrxnnXxwmV3rg,sYauKfRBquRxDwHA1a8EsA,_9kpamfhbsG5NVNpP-ED3w,4,0,0,0,"I had a great experience here and will definitely be back. I have had some lackluster experiences lately and decided to try something new. The atmosphere is nothing special, the only reason they got 4 stars instead of 5- it is your run of the mill nail salon, but my nail tools were taken out of an autoclave in plain view- big points for that. The service was friendly and the prices are very fair- I was excited to try shellac on my nails for the first time and was very pleased with both the polish job on my toesies and the shellac on my fingers. Twan did an incredible job- I can't remember a time in the past when my mani/pedi was treated like anything other than a rush job to get me out the door and the next person in my chair. Twan took the time to do a quality job and it shows. I definitely recommend Paradise and will be back soon.",165,1/9/2012 21:44,TRUE,0.141889159
AITZBSK2qt8HVPVF6GR39A,L1suycS1EA9ron6l3WO-uA,__3qOwWFBUE8mdOToI7YrQ,1,4,0,0,Place is a rip off! They don't tell you the actual cost until they print the shirt. A low budget shirt costing you over $40. Sneaky in telling you up front. Ghetto ass workers. DONT BUY HERE,37,8/25/2018 22:02,FALSE,0.080794352
ajEflaZQW6LVGXBcPlA3pA,sCyyxkPmxbEPkyPY1LvvGQ,_DMrezN4Aq4T_7VmUjdnpg,5,1,0,1,I have been coming here for twelve years and have consistently gotten excellent service from Mike and Joe. Mike is the 4x4 specialist and helped me keep my truck running far past it's use by date. They also will give you a list of things to keep an eye on so you have an idea of what repairs could potentially be coming down the pipe. I have no complaints and have recommended this shop to many people. Not just for imports as I only drive Fords and they have taken care of my vehicles for a long time. Five stars and two thumbs up!,104,4/20/2019 4:23,FALSE,0.074725544
AjKMi73ZmKGSRh371UNPqw,4jJH9vTpTEGng6lWv3jqLw,_5_tlNejFd5WAu5-TnwfvA,5,1,1,1,What a lovely salon! They did a beautiful job on my brows. I'd had them waxed before but never threaded. They look great! I strongly recommend Hanin Artistry. They are truly artists. I will definitely be back,37,9/11/2018 16:14,FALSE,0.106500996
aKKy8DNUJRgqU6iRYKGciQ,nGuUITtDjLNa7yqWUR1zbg,_DMrezN4Aq4T_7VmUjdnpg,5,0,0,0,Some of the smartest and most detailed mechanics I've ever met. They have 4x4 techs and domestic techs. As I drive a domestic 4x4. No pressure on getting repairs done and use high quality parts. They give you a list of upcoming repairs so your vehicle is a well oiled machine.,51,5/2/2018 17:39,FALSE,0.032064236
akvGYnHvXNTog37y7d0x3w,Xj9-p-_zm37ALyR1Qq34fQ,_4rLRRCAmKV99MKaf2lehg,2,2,2,2,"This store makes me crazy. OK, call me a grinch -- What beef could I possibly have with a place where happy kiddies and can make their own cute little stuffed animal friend?

Well, since you asked: the throngs of people stuffed into a space the size of a bathroom stall. The rampant consumerism and ridiculously high prices. The fact that the entire ""build"" concept takes about 30 seconds of a machine blowing stuffing into a pre-fabbed bear body. The rest (chooing the outfits, accessories, etc.) can be done with just anout ANY stuffed animal or doll. And then there's all of those kids screaming. I don't DO screaming. The 2 stars are for those poor friendly folks doomed to working here. 

I start twitching just walking by the place. Baiscally, for me, build a bear equals hell on earth.

Still, LOTS of people LOVE Build-a-Bear. Your mileage may vary. But just don't say I didn't warn you.",158,3/10/2007 18:22,TRUE,1
AL8qOGHyFg-0lDwacEN3QQ,tlidfsVQaC3BwUODiB_aRg,_CLiet3PTLzNFhsGNrBRtw,5,1,0,0,"I was in Vegas for 2 1/2 months so I was in need of a place to get my ""hairs did"" opened Yelp and lucky for me Swagger popped up! 

Went a total of 4 times during my stay, twice for just a shave and twice for shave and a haircut.

The first time I went in I had Heather, this woman is great with a razor, first time and I was hooked, next time in was a few weeks later and I had to book her again so I could get a replay and intuition told me she was going to be great with the scissors and I was right, lined me up perfect and the shave was as amazing as the first time. 

Now the third visit wasn't so great I had originally wanted to get cleaned up and have a nice shave but Heather was off so I had to settle for Melissa.... we'll just say that she's a nice woman. 

After a talk with the salon manager I was invited back for a complimentary shave before my flight home. Let's say that the staff definitely made amends for any negative feelings I may had developed. 

Overall I wish I had a place this nice back home, I honestly can't say enough good things about Swagger, free beer, great staff, amazing service. I definitely recommend anyone in the area stop in.",234,11/12/2018 5:26,FALSE,0.114479529
aLFugXyxY6I_x2jy3xLNPw,H5hlt54QKYxM8DMvpTnkaQ,_BS2zLAkZbelPCt5wLHQqQ,1,0,0,0,I have never in my 34years ever been denied a restroom! Don't expect to use the restroom especially if you are paying customer!,23,2/10/2018 22:49,FALSE,0.023265739
AL-kJk1Ao4cLfT47rfVPyg,rTEAjFCowIMB7FLB5lDfJA,_5WK3TKSn5mgNa__HstCXg,5,1,0,0,First time customer and picky! She did a fabulous job with my nails! I will definitely be back.,18,11/22/2017 20:09,FALSE,0.141996772
ALSD9PWpqugxwOBuEOKLvw,3F4pSQ9rcuAM_lyoJVNT9g,_FALYkjieEE8IZGHslUcNA,2,0,0,0,"It was late on a Sunday night and almost every other restaurant I had tried was closed. I just happened upon Delicious-Thai tucked away in a pedestrian cul-de-sac off of 10th street. I checked their posted menu out, checked the taped up local newspaper reviews and thought ""this is going to be good!"". But it wasn't. 

I was greeted with a bow by a fellow dressed in an impressive cream coloured waiter's uniform. I really liked the ambiance - the chair backs had neat covers with a big bows facing out. It was a cozy place and very neat.  

I ordered the seafood satay soup which the menu promised had a variety of seafood. There was a variety but mostly it was squid. It was also very over done. Almost everything was rubbery. I also thought the portion was quite small given the price of $10+.

I almost feel bad giving a bad review since the newspaper reviews were glowing and there are several very positive google reviews as well. It is quite possible I caught the assistant chef just as he was closing up after a long day - perhaps I didn't get the best this place has to offer.",201,11/11/2009 4:38,FALSE,1
ALUzyHIV_s5YRC6naApp-w,MMye01b_3N7STiT6pgFV8Q,_5McjQXLCBxZgxhW8sfrjQ,4,1,0,0,"Monday to Thursday until 3pm or 9pm till midnight there's half off appies or shared plates, so that's definitely a plus. Today(Thursday) also had pint and pound (of wings) for $14.99, not the greatest of deals for wings, but they do serve good quality wings and for 30cents more I got Ricards White instead of Canadian or Coors Light.

The pizza fingers (as seen in photo, was NOT good tasting at all, so that's not recommended. 

There was about 12 tables that seats a maximum of 4 each, and 4 bar seats. There is a patio that opens up in May, that has about 5 tables that seats 2 each.

The bathroom in the basement will only fit those who are below 6'2, so that's a little inconvenient. 

The servers were decent in attention and speed.

They were also able to easily separate bills, that's a plus for some groups.

Oh, and there's a LOOOT of TVs, didn't count, but there must have been 10 TVs for this little place, not bad!!

In addition, they also got about 8 parking spots behind the building.",184,4/17/2015 4:27,TRUE,0.069071967
aLVeQtulEskmfde5UZCr5g,G7005A0sedkHURhrnLQpTg,_-FkDma7ozwx7-sYA3wAvQ,1,1,0,0,Okay I stopped here today just for a drink nothing major. I went to the counter and waiting for up to 2 minutes watching 3 workers talking near the drive thru. It wasn't about business because they had their phones out and laughing. They saw me waiting to order but they didn't come over. The restaurant was empty because it was around 2-3 pm. I was patient but in the end I decided I didn't need a beverage that bad.,80,1/5/2016 21:45,TRUE,0.06954038
ama5ILVZN8vnzluaA8epxg,8lvV2aZHivHF5BgbiWrtqw,_ctJ1voqO3ID2C8IxxGUxg,2,0,1,0,"I have tried the beef brisket a few times and everytime - both with the sandwich and the dinner plate - the meat is very very fatty.  Good service and staff, but food is below average.",36,12/2/2017 0:56,FALSE,0.089841877
an4oHTvW4s0HBdA65e8rMA,B6cG3i52V1kaWqS2GyVZiA,_CLiet3PTLzNFhsGNrBRtw,5,0,0,1,"Love this place. As a lady who has had her share of salons, it's nice to find a place my boys can look forward too and leave with a REAL cut!!! Thanks for the service ladies, we will be back.",40,4/14/2018 18:03,TRUE,0.072777476
ANWyrSRQwXiEoJyGE5SS4w,e6iRRXTq_zFiQIs34Ii4CA,_3zAG1TnRQrvD4RpGJ6Vrg,5,1,0,0,"One of the nicest USO's I have been in. I travel a lot and can't say enough about the volunteers here and the time they commit to being open for service members and their families. 
- wifi
- lounge area
- kid room
- drinks
- food/ snacks",48,10/22/2014 22:10,FALSE,0.059648892
AOCqKfxb2k8XsU3inAz4kw,a3UgLZFIuk50kRZD0fAi0Q,_BJdRw73rGb35ofd3ElTUA,5,1,0,0,If you like baba ghanoush then you will LOVE this one! Best baba I have ever had! From the texture to the subtle seasoning then right into the little bits of garlic...Yummmmmm! Definately on my favorite places list.,38,5/3/2016 0:59,FALSE,0.045316257
AOvZ88ZUaMider6O11oBvA,S_9xTmBOARaqVis0WqlhPw,__G0Ug3CK2yCDdQLYpd0ww,1,1,0,0,"When a client says they don't want gel nails don't trick them into getting them! New to the nail salon, I was clear that I wanted extensions but nothing to do with the blue UV light. All through heaping on powdery gel she reassured me that I didn't need the light. then poof i needed light and suddenly she didn't understand english. i should have insisted she wipe the gunk off and left. but i resigned awkwardly, leaving my nails to chunky fake looking claws. never again",87,4/5/2019 12:59,FALSE,0.055832986
aPrj-7C4tgXYk4q4gZNBQA,oC05TlDO8AxjVagFY5FoVA,_auFMd9BPAMTgHVYILNyZg,5,0,0,0,David did an awesome job thank you so much we love it... thumbs up for the details done. I am very pleased with your art. Stop by and get your work done David is awesome.,35,5/20/2018 5:49,FALSE,0.03115753
Aq0vQ6dbg541Opg6OEIijA,cE3XnP2WHGT1OxQtBdT5Hw,_9dc-OWbNhWaxfF4HCyphA,3,0,0,0,"nice close location for a poke bowl. i got the salmon poke bowl, but like the other reviews, would agree it is quite expensive. i also expected more salmon in the salmon bowl.",33,3/18/2018 15:41,FALSE,0.174428125
aqaMSu1lFiPJa7vJHwl6nQ,KeZmamihtz5Lxzgltm8whA,_EYlpKfa37nInhGoLbhz5A,5,0,0,0,Great service from Kyle and crew. I needed a new battery and Kyle took the time to make sure it was the right size and installed. The guys Inside offered me water and a chair while I waited. Best service ever. Thank you all for a great job today  I am feeling safe driving for my trip today. I will certainly be back.,63,11/17/2017 19:30,FALSE,0.064503551
AqCjRrJJg5fwPaP_RdOvoA,kZABY6uxjps1avLoR0E-0w,_DMrezN4Aq4T_7VmUjdnpg,5,1,0,0,I've trusted AZ Imports with my car repairs for over 5 years.  Car repairs aren't fun but they do quality work at a good price.  Joel and Mike are true professionals in an industry that can be hard to trust.  I literally send my mom and sister there for car repairs too.,52,9/3/2015 14:16,FALSE,0.094105196
AqNThGfA7b1z9S88Ml7biw,RB3_GtWgvQYTLu3bxY2-VA,_58OWmDQ7IUFe8WnKvwzhw,4,0,0,0,"I was really apprehensive to try this place, especially since this restaurant is owed by the same Villa Franchise that owns most of the other restaurants in the food court ( I haven't had much luck with the other Villa restaurants, especially that disappointingly tiny Mo' Burger 20 steps away but that's another review). Anyway, back to Tinta the service here is a little on the slower side but the food is worth the wait. I had the shredded pork tacos and they were the BOMB! I topped the tacos with about half of the topping bar and was in heaven. I will say, I wish they doubled up on the tortillas because corn tortillas split easily. The pork was so moist and tender and the hot salsa lended itself nicely to the mix. My sister had the tacos and the Elote (she blasted through it in all in less than 10 minutes). I can't wait to come back to sample the rest of the menu.",166,2/22/2014 5:02,TRUE,0.097221515
Ar03TBEd_FEcP-GY_t1B_w,TkGifNKNPB4GnL2sawxs1A,_2o8c8SqTaCvhHi7K1HqhA,5,0,0,0,"Absolutely adore this venue. The environment is so unique and provides such a lovely atmosphere.
The team at Conceptually Social is amazing to work with. They are so helpful and excellent at communicating.
Melissa Mitchel was an amazing partner to work with. She understood our vision and our needs and completely delivered on it.

Would absolutely recommend this venue.",59,10/8/2019 20:14,FALSE,0.037082466
AR5iOLZ2M3hIH4yuXpBLYA,w1b4IqSgmtjeOTr-JngjoQ,_-farJKsDz5NO-sXidiPhw,4,1,0,0,The owners are very friendly here and their food is quite fresh. We've only ever gotten takeout from them as they only have a few places to sit but we've gotten fairly quick service every time. The prices are also super reasonable!,42,5/29/2015 18:39,FALSE,0.083302002
ARLmb-IGKIdsdcPR2S7kaQ,goJ0_oi3C8scparBGVEukQ,_FJjh7stbxPP7Tz7HzyznQ,1,0,0,0,What's the point of giving us coupons that we can't use. I went to JCPenney today just to be told that here's $10 but you can't use it on anything.,30,10/12/2017 0:18,FALSE,0.028903294
arxcGFxtCzwNW3GzVg09KQ,fzwvegZ3ir5kR-ucg2KWVQ,_Dz7a9gMBJgo_JTO0PPuxw,4,3,2,0,"A good friend of mine finally showed some mercy and presented himself in Calgary all the way from Palm Springs. Out of all places his choice fell on Radisson on 16-th avenue. A bit jet-lagged and lazy my friend insisted I visited him there (Uh-oh, hotel visit...)

I was so impressed with the rennovations those guys did! (My company used to book this hotel for our out of town staff a lot. Well... kind of - ""at least it's a roof over their heads"" approach). The place now looks really appealing. The service has improved too and the front staff actually greets you and shows a lot of politeness.

The Botanica restaurant is just as great as it was before. Fast and tasty.

Prices are excellent.

So, this one goes on my ""Small business"" list. Good choice at a very reasonable price.",142,1/10/2011 8:01,FALSE,0.171900716
asC9Qev21e9a8yG_cCcTvg,3UhMLeqhRu30KNjePtb03A,_cQCpp4Q7XZ1cZGxly08OQ,1,1,0,0,"Horrible owner! Very rude, dismissive and on top of that expensive! Don't even think about taking your business here. Just walk on by.",23,3/7/2016 21:03,FALSE,0.033379631
ATqFveapJc9t4Z24RglcpQ,RB1abtdoWjClQjQ2BVgPwA,_CF9vpN1F9KcAkXbOIkL8w,3,2,0,0,"I've been visiting this location for the past 15 years.  I have only eaten the teriyaki chicken meal special which is my favorite it comes with salad and drink.  The chicken is grilled and perfectly seasoned withe the teriyaki sauce served over white rice. The salad is  plain lettuce cucumber and carrots covered with a savory vinegary dressing that is cool and refreshing. LOVE IT!  I usually order a side of egg roll  and or California roll. The egg roll is tasty and just the right size. My last couple of visits the California roll had been dry, don't think I'm getting this anymore.

The only reason I scored this as a 3 star is because the location is out dated. I believe it has not been updated since it was built. I remember going to this chain since I was in high school on the east side of town.",150,8/30/2015 22:09,FALSE,0.103023701
Au7D-cU91gwtnx3JbrYG9A,6peCBQCJ02xAXI4kW2iGxA,_6eGIZJNgEM-gVVfWcGghg,5,1,0,1,I got the Greek salad and Beef Shawarma Platter and both were fantastic! The prices are very reasonable and you get a lot of food. I will definitely be back and next time will definitely have to try the wine and the desserts!,43,11/18/2015 5:40,FALSE,0.053253011
av5EFXfDKG3wXwNdrF3bGw,_nUpNeQUvbSk-wL5BEyUFA,_c3udwzmFijX6Wj6HO4Neg,1,1,0,0,"the service here was no good, my polish is chipping off, no top coat, and they were extremely rude.",19,3/30/2018 8:50,FALSE,0.062112643
av6s7TontDFjGxQb_W9LZA,FmYDq6N4pN-XP_KEsCdyRQ,__G0Ug3CK2yCDdQLYpd0ww,1,0,0,0,"The staff member who gave me my manicure was the rudest person I have dealt with in a long time. They seem to always accommodate any walk-in traffic. This results in a quick, rushed job and a poor quality manicure. I will never return.",44,8/13/2015 20:44,FALSE,0.038956489
AVrmZSBj1j7Ge_6Ua8DNzA,9Nb-J3FSuUwoDu537d_gbg,_EYlpKfa37nInhGoLbhz5A,4,0,1,0,"Great place, I always get my car battery from here. They install it for you, and my only complaint is it once wasn't installed correctly and my car shut down dangerously while I was driving in a parking lot later that day. Other than that, they are amazing.",48,3/6/2015 7:33,FALSE,0.069883582
AWiOiXyN3nvoREY-Hvnm3A,jfgdYDS1h5Io4zfAxsoKfQ,_eRcc1OFDbi3fnVBskXP9g,3,1,0,0,"Reasonably priced new deli at yonge and st Clair. The smoked meat and pastrami are pretty  good but not the best I've had. Every time I've eaten here, the service has been good and I've been satisfied with my meal. The Latkas are super tasty but I've noticed they've gotten smaller each time I've been there. However, one thing thing that drives me crazy is they refuse to put lox on an eggs Benedict. They have a smoked meat eggs Benedict and they have smoked salmon dishes. When I asked if I could substitute lox for smoked meat (happy to pay more) the waitress was adamant that the owner/chef would not allow it. It seemed like others had asked by her response. I've avoided going here for brunch since then because 9/10 times I'm craving smoked salmon eggs Benedict! I don't understand their problem with this!!!!",146,8/20/2017 20:10,FALSE,0.049722176
AwldIxRovrZUvdyJ7fnPnQ,8RyzKLJHeQ_NkwifAWG6dw,_BJdRw73rGb35ofd3ElTUA,5,0,0,0,My favorite Middle Eastern restaurant in Tempe with great customer service.,11,3/31/2017 11:10,FALSE,0.056069156
A-wNnTxb9SHTk51BybJZSg,w33wyWS4VkXtGMrCrY2VGA,_CBSumrzNnPvayiMIK3NXg,1,1,0,0,"This store is pure greed. They look up everything on Ebay and price it higher. if you ask the manager about the price-she will tell you that whatever you want goes for $100's of dollars online???? But I thought this was a thrift store, Apparently its an antique store with a bunch of worthless crap in it. Clothes are way overpriced, find a name brand $19.99 and up. they do have a .25 cent rack but if you take anything to the register they will tell you its full price, 6.99. They are rude to everyone including the elderly and the brunette behind the register- the one who is clearly still on drugs-talks crap about customers in front of other customers after they leave. I bet shes pocketing the money because I have never encountered such greed from a Supposed thrift store employee or volunteer. My son attended Faith lutheran and I am ashamed of this shop. Will never go back. The blonde lady is really nice even tho she accidentally overcharged me.",173,11/19/2016 18:12,FALSE,0.086311768
awNy86Nv8tOLBNGsbIPsUA,eVDx1oYQpdFiCBAkfsDrgw,_Erx5QMUj8TdMT31tzAXSg,5,1,0,0,"I would say this restaurant is a hidden gem; nice ambiance, cozy music,very polite staff ; food is really authentic japanese food ; and price is not upscale but the food is way better than other known restaurant ; i strongly recommend to visit this restau bar for a relaxing night after work or on weekend ;also do not forget to try "" matcha cheesecake"" is a A+++",68,3/10/2019 5:18,FALSE,0.090207463
awx0MfmUKCkY-i7Dpw8RIQ,D43OWyfzIQjL8feJpYh2SQ,_E2WYUikUfqq7JHvGYh9bQ,5,8,4,5,"Beautiful red rock & limestone looking building.  Easy parking & conveniently located right off of the I15.  

I drove dad down to get his Homestead in act for being a retired, disabled Vietnam Veteran.  The receptionist was very helpful & kind.  Our number was immediate called & Margaret helped my dad thoroughly.  You can tell that she deals w/ many elderly people cause she took her time explaining everything to dad.  Then, we took the same number for another persons help & by the time we walked back for the lobby our same number was called lol.  Dewey was quick & also helpful.  

My only complaint is that when we called three times & we got three different answers on what dad was to do.  Also they didn't tell us to bring cash because there is an additional charge to use your debit/credit card.  FYI.",145,9/27/2016 18:16,TRUE,0.036591308
AWZ0XbL3h05B6nRinIyRAA,lj3rJy1dUuHMDnqU_OCfsA,_8FBbpgaNKy3PC1o_NxViA,4,34,13,16,"This is not your typical Catholic Church!

Consider St. Sharbel as an Eastern Catholic Church, where there are still main components as the Roman Catholic Church, the only difference is that the language that is used in some of the responses are in Aramaic (Jesus' language).

My grandma brought me here, as she has been visiting this church since Easter. She loves the sermons and the fact that this parish uses Aramaic within their masses. The church is nestled within a neighborhood, where there is still development going on. The hall is quite large, while the church is somewhat in transition as it is just a huge bungalow (the parish is raising money to build a nice church). But the decor of the church-bungalow was not your typical Roman Catholic design. The stone work reminded my grandmother of Jerusalem (where she happened to travel back in the day for a pilgrimage), while the use of incense was abundant throughout the mass. Most of the parishioners were Filipino, Italian, Lebanese, Hispanic and Indian. 

It was my first Aramaic-English mass that I've ever attended. I liked how there was a flat screen so you can read-along to what the readings and the responses were. Overall, if I lived in the area, I wouldn't mind attending mass here as it is quite different than your traditional Roman Catholic churches!",226,12/6/2012 0:47,TRUE,1
AxFfYciDCKkBg7s86eMADA,m_4rJjpmaqL7mRHtgfNnBw,_1t-Cxb39F43ta-rtN_hfg,1,0,0,0,"This place wasn't the worst place I've been, but by far not the best. Our light over the table did not work, there was no remote for the television and we weren't able to change the channel from the Tv as well. Upon getting back to hotel, I was exhausted and ready to get in bed when I pulled the covers back and found a spider in the bed. They offered us another room, and when we went to that room, the television also didn't work. We then decided to leave. 

It took 2 days to get in contact with a manager for them only to offer to give me half off the room price even though I didn't stay the night. When trying to call corporate, I was placed on hold for 15 minutes, until I eventually hung up and had to call back. I was told a case would be opened and reviewed and that they would contact me in 5 business days & when I was not contacted, I called back and they told me they closed my case with no resolution. The GM of this hotel said he would reopen the case and call me, he never did. This is a very money hungry corporation that does not value clean living spaces. It was very frustrating and disappointing. Definitely would not recommend.",226,5/6/2019 20:17,FALSE,0.075844929
AXiH5G8hRokJ0C2pn6TAhQ,Q8GZQHdO69_3-EQysiZIdA,_EYlpKfa37nInhGoLbhz5A,2,1,1,1,"I have been to this location before and never had an issue.  Today, I went in for a laptop battery that I was told (by looking on the internet) would cost around $25.  Got a quote for $99.  When I questioned it, the salesperson said ""they all tell you bad numbers - you'll be back in a few days"".  Not so.  Came home - order two on line for $30 - same battery and won't be back.  May have been this salesperson because I have not had bad service before but his attitude (even in front of other customers) was disappointing to say the least.",105,8/29/2018 16:14,FALSE,0.068604851
AXsuU0RyW4cK4b03791QIA,hq72VIyPlqD6dNVzpSWuew,_bOlJfNELoVIiYGonYnPWw,1,1,0,0,"My family and I came in to eat sushi on July 21st at 145pm and was never greeted by the servers. They delivered us dirty plates so We asked to have clean plates. They brought us food in HALF CUT TO GO BOXES! My husband and I both got all you can eat, and we tried two or three things and couldn't even touch 95% of the food we ordered. Not only was the service awful, to go boxes for plates, and dirty environment, the sushi was mushy and warm! Needless to say it was AWFUL from the food to the service ending with a terrible experience. I believe the health department needs to check this place out!!!!! If I could give ZERO stars I would.",126,7/22/2019 0:00,FALSE,0.067173259
AYkMAQFGYrwmof6MtH47OQ,agXJ2q1yxRupMSBCT-FFXA,_faNGF9a6X9Us1k-9XFsfQ,5,0,1,0,"OH MY! By far the best ice cream I've ever had! I can't seem to find a place that has a creamier selection of flavors. I may be a little boring and always get strawberry, but it's so perfect after a hike over at Whipps Ledges. The scenery is so nice on the back patio. You can sit and enjoy your ice cream while looking out into the woods. Just a nice place to get away. I love trendy little places but every once in a while it's nice to go somewhere quiet and just enjoy the company of the people you're with instead of listening to others noise. It can be a drive if you're not from Richfield or Peninsula but it is definitely worth it. Make it a nice family day out and go for a bike ride!",140,11/22/2013 22:47,FALSE,0.106507423
aypko44J6OixEuXYnl5s5g,AROcQrWiUN1-3HAbijs5qg,_CF9vpN1F9KcAkXbOIkL8w,5,0,0,0,Quiet atmosphere low music the restaurant was empty but clean friendly staff my teriyaki bowl was delicious outta date decorations very simple menu had pictures of items on menu,29,12/3/2019 2:49,FALSE,0.045753851
ayYJsHP0fBCCLppRWOJZFA,5OtFRlVs9qmkXNAZ9FwxQw,__3qOwWFBUE8mdOToI7YrQ,5,1,1,1,"they were on fremont street--saw a funny t-shirt & asked if they had it in 2x on a regular black shirt--they said they could make it for me--
took them 2 minutes & I had the shirt--they are very efficient & nice--
my husband loves the shirt & gets lots of comments on it.....",54,11/16/2018 17:06,FALSE,0.048001778
AZ37MlqrJrlxSUgqJO8Tog,OnMONcUoAUYb5eKVbP_QHg,_2sW-m_rQgBhBlVRYQRIzw,5,0,0,0,"I had the BEST stay. Hotel is very clean and the prices were reasonable. They also have great breakfast. I am writing this review in regards to the guy at the front desk (Jacob or Jason) I believe it is. He was so welcoming, sweet, and accommodated all my needs. He even gave me suggestions of what to do around town. I never stay at a hotel twice because I always like to try new things but I know that every time I will be coming into Scottsdale this will be my go to.",94,7/5/2016 15:41,TRUE,0.073816466
