business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
7LkgfuhLVeQZ4qHHq86JKQ,Mesa,221 Schenley Dr,Pittsburgh,PA,15213,40.4425967878,-79.9528667692,4,20,1,"{'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Restaurants, New Mexican Cuisine, Breakfast & Brunch","{'Monday': '8:0-15:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0'}"
7LlND5b0bjWylNBNQ-oZMA,Green Garden,300 Beverly Rd,Pittsburgh,PA,15216,40.3889009,-80.0498904,2.5,24,1,"{'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True'}","Restaurants, Chinese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-21:30'}"
7ndalFukYiEalNeN4eL9vQ,Texas Roadhouse,3466 William Penn Hwy,Pittsburgh,PA,15235,40.4293145884,-79.8099238444,3,50,1,"{'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2'}","Barbeque, Restaurants, Steakhouses","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '15:0-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-22:0'}"
7Nz_04fXn8L-u5L6hyLGvQ,Arby's,4260 Ohio River Blvd,Pittsburgh,PA,15202,40.4876481,-80.0557296,2.5,12,1,"{'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'WiFi': ""'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True'}","Restaurants, Sandwiches, Fast Food",None
7PTYZOAW1yF7o_OHdf0BAA,Marshalls Department Store,1900 Greentree Rd,Pittsburgh,PA,15220,40.395951,-80.0673683,4,10,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Fashion, Shopping, Department Stores",None
7pyBqVHSq9uE3aODO_hhTA,Souper Bowl,910 5th Ave,Pittsburgh,PA,15219,40.4385518,-79.9912666793,3.5,45,1,"{'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'very_loud'"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': None, 'lot': False, 'valet': False}""}","Bars, Nightlife, Restaurants, American (Traditional)","{'Monday': '7:0-0:0', 'Tuesday': '7:0-0:0', 'Wednesday': '7:0-0:0', 'Thursday': '7:0-0:0', 'Friday': '7:0-0:0'}"
7S3F3udDoxqYq3ZEFDU8iw,Giant Eagle,132 Ben Avon Heights Rd,Pittsburgh,PA,15237,40.5216658,-80.0690333,3,22,1,"{'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Shopping, Grocery, Drugstores, Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
7SLdPD6ve1hhrrN_sMH7Fw,Pleasant Bar,32 Old Clairton Rd,Pittsburgh,PA,15236,40.3395977,-79.9647987,4,23,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'loud'"", 'WiFi': ""'no'"", 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'False', 'HappyHour': 'True', 'Smoking': ""u'yes'"", 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'BikeParking': 'False', 'RestaurantsTableService': 'True', 'CoatCheck': 'False', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Bars, American (New), Nightlife, Pubs, Restaurants","{'Monday': '10:0-1:45', 'Tuesday': '7:0-1:45', 'Wednesday': '7:0-1:45', 'Thursday': '7:0-1:45', 'Friday': '7:0-1:45', 'Saturday': '7:0-1:45', 'Sunday': '11:0-19:0'}"
7UG7SJ7zr6FSgKNX2lINfg,Savvy Fox Consignment Shop,1964 Greentree Rd,Pittsburgh,PA,15220,40.395951,-80.0673683,3,15,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'False'}","Shopping, Fashion, Used, Vintage & Consignment","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '12:0-16:0'}"
7u-REDjaWjXwav1wtJwU7w,Prohibition Pastries,7105 Reynolds St,Pittsburgh,PA,15208,40.4471341111,-79.9050691483,4,21,1,"{'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'None', 'WheelchairAccessible': 'False', 'Caters': 'True'}","Bakeries, Food","{'Monday': '0:0-0:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '10:0-15:0', 'Sunday': '10:0-15:0'}"
7waMQSqPcbSSAInazaQPxg,Wise County Biscuits,,Pittsburgh,PA,,40.4406248,-79.9958864,5,12,1,"{'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False'}","Sandwiches, Food Stands, Breakfast & Brunch, Food Trucks, Food, Restaurants",{'Saturday': '10:0-14:0'}
7Wt1j4gpvNwGvyN6PCbpqQ,Dunkin',1541 Washington Rd,Pittsburgh,PA,15228,40.3555086,-80.0498468,3,16,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True'}","Donuts, Beauty & Spas, Food, Coffee & Tea","{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '5:0-23:0', 'Sunday': '5:0-23:0'}"
7zua7wc-I2jli-fNEVHbNw,The Golden Bone Pet Resort,6890 5th Ave,Pittsburgh,PA,15208,40.4569508,-79.9089226,3,47,1,None,"Pets, Pet Services, Pet Sitting","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '9:0-17:0', 'Sunday': '14:0-16:0'}"
80-1hn5fAJXFsxuyLe0w7A,Leona's Ice Cream Sandwiches,774 Penn Ave,Pittsburgh,PA,15221,40.4427831,-79.8827979,4.5,21,1,"{'RestaurantsTakeOut': 'True', 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1'}","Food, Food Trucks, Ice Cream & Frozen Yogurt",None
8iAazveHq14cpQBZQPZGwQ,Spork Pit,5349 Penn Ave,Pittsburgh,PA,15224,40.4648998995,-79.936539866,3.5,42,1,"{'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Restaurants, American (Traditional), Dinner Theater, Cocktail Bars, Nightlife, Barbeque, Bars, Desserts, Food","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
8mx_TpMhpFLdQi_K5aPdOg,Bruegger's Bagels,26 Market St,Pittsburgh,PA,15222,40.4410536,-80.0029538,2,40,1,"{'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'NoiseLevel': ""'quiet'"", 'HasTV': 'True', 'WiFi': ""'free'"", 'Caters': 'True', 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'""}","Sandwiches, Restaurants, Breakfast & Brunch, Bagels, Food","{'Monday': '0:0-0:0', 'Tuesday': '5:30-15:0', 'Wednesday': '7:0-14:0', 'Thursday': '6:0-13:0', 'Friday': '5:30-17:0', 'Saturday': '6:0-16:0', 'Sunday': '6:0-16:0'}"
8RC8xUo07sTIXI3FaqzYEA,Highway Robbery Vintage,2012 E Carson St,Pittsburgh,PA,15203,40.428457,-79.976981,4.5,20,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2'}","Shopping, Men's Clothing, Fashion, Used, Vintage & Consignment, Women's Clothing","{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-17:0'}"
8vqAiSXLuBcQc38pbfE0Xw,Starbucks,4022 Fifth Ave,Pittsburgh,PA,15213,40.443601,-79.955671762,4,12,1,"{'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Food, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-22:30', 'Saturday': '5:30-22:30', 'Sunday': '5:30-0:0'}"
8x9fJTOq7WW18w2xUWOcTg,Greenfield Veterinary Hospital,611 Greenfield Ave,Pittsburgh,PA,15207,40.4264244,-79.9392725,3.5,28,1,{'ByAppointmentOnly': 'False'},"Pet Groomers, Pet Services, Veterinarians, Pets","{'Monday': '9:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-18:0', 'Thursday': '10:30-20:0', 'Friday': '8:0-18:0', 'Saturday': '8:30-13:0'}"
9_B3nY3KlHW1WDvOeMk9GA,The Other Place,2500 Swallow Hill Rd,Pittsburgh,PA,15220,40.390324,-80.074412,4.5,25,1,"{'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'BikeParking': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""u'none'""}","Pizza, Italian, Restaurants, Salad","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}"
93ZfzaU2Y3FDSW4-4EGvoA,South Side Barber Shop,1509 E Carson St,Pittsburgh,PA,15203,40.429029,-79.983018,4,36,1,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'False', 'GoodForKids': 'False'}","Beauty & Spas, Barbers, Hair Salons, Men's Hair Salons","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-19:0'}"
96KqhOZ5rzm1JnlW20I34Q,SHOP 'n SAVE,799 Castle Shannon Blvd,Pittsburgh,PA,15234,40.3685013505,-80.0280508999,3,14,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True'}","Grocery, Food","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}"
9cYuHvnoPhm1UpLvHvoWWw,7-Eleven,1 Bigelow Sq,Pittsburgh,PA,15219,40.4406002,-79.9940485,2.5,10,1,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'Caters': 'False', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Convenience Stores, Food, Coffee & Tea, Restaurants, Pizza","{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}"
9D1OCiKzRO36rxp7zMMZBA,The Club at Pittsburgh International Airport,1000 Airport Blvd,Pittsburgh,PA,15231,40.4947640488,-80.2474303883,4,42,1,"{'CoatCheck': 'False', 'HappyHour': 'False', 'Alcohol': ""'full_bar'"", 'RestaurantsPriceRange2': '3', 'Smoking': ""u'no'"", 'RestaurantsGoodForGroups': 'False', 'HasTV': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""'free'"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"", 'GoodForDancing': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'OutdoorSeating': 'False'}","Airport Lounges, Nightlife, Bars","{'Monday': '4:0-22:0', 'Tuesday': '4:0-21:0', 'Wednesday': '4:0-21:0', 'Thursday': '4:0-21:0', 'Friday': '4:0-21:0', 'Saturday': '4:0-21:0', 'Sunday': '4:0-21:0'}"
9-eMqJiY9YW_IVTIandMHw,Nora Dang Tailor Shop,3161 Library Rd,Pittsburgh,PA,15234,40.3716595,-80.0084907,4.5,11,1,{'BusinessAcceptsCreditCards': 'True'},"Sewing & Alterations, Local Services","{'Monday': '10:0-18:0', 'Tuesday': '9:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-17:0'}"
9eqZNBLnNycOWQ2wQEwulQ,The Flats on Carson,1500 E Carson St,Pittsburgh,PA,15203,40.4289167733,-79.9828482301,2.5,38,1,"{'Music': ""{'dj': True}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'HappyHour': 'True', 'GoodForDancing': 'True', 'BikeParking': 'True', 'CoatCheck': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""'average'"", 'Alcohol': ""'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False'}","Bars, Restaurants, Nightlife, Gastropubs, Cocktail Bars, Dance Clubs, Pizza, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '17:0-2:0', 'Wednesday': '17:0-2:0', 'Thursday': '17:0-2:0', 'Friday': '17:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-2:0'}"
9GeoxCJepxwQQZeSZmekzA,Ullrich Shoe Repair,545 Liberty Ave,Pittsburgh,PA,15222,40.4419476,-80.00226,4,27,1,{'BusinessAcceptsCreditCards': 'True'},"Fashion, Shoe Repair, Sewing & Alterations, Shopping, Local Services, Shoe Stores, Shoe Shine","{'Monday': '9:0-17:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-17:30', 'Saturday': '10:30-14:30'}"
9h8ufGEG_kUf_H3Lq81veQ,Eat'n Park,849 Freeport Rd,Pittsburgh,PA,15238,40.4870315,-79.8917624,2.5,38,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False'}","American (New), Diners, American (Traditional), Breakfast & Brunch, Burgers, Restaurants","{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '7:0-23:0'}"
9IG8B3Dvgd9sh4uKrRtciw,Duffy's Pop & Beer Warehouse,294 Curry Hollow Rd,Pittsburgh,PA,15236,40.3375793,-79.9749153,4,15,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'Caters': 'False'}","Beer, Wine & Spirits, Shopping, Food, Vape Shops","{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '10:0-18:0'}"
-9lOQ0Lfm8wiu8eSdUXS8A,Moondogs Pub,378 Freeport Rd,Pittsburgh,PA,15238,40.4941769,-79.8598019,3.5,10,1,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'HappyHour': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'NoiseLevel': ""u'very_loud'"", 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}""}","Arts & Entertainment, Music Venues, Nightlife",None
9mYjIQ-9DKMuR8kM5M2gtw,Chick-fil-A,100 Robinson Center Dr,Pittsburgh,PA,15205,40.4535141,-80.157726,4,11,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True'}","Event Planning & Services, Chicken Wings, Restaurants, Fast Food, Caterers","{'Monday': '0:0-0:0', 'Tuesday': '6:30-22:0', 'Wednesday': '6:30-22:0', 'Thursday': '10:0-21:0', 'Friday': '7:0-21:30', 'Saturday': '10:0-21:30'}"
9PBQYo0xrIWjfdGbgBvL6A,Redhawk Coffee,536 Smithfield St,Pittsburgh,PA,15222,40.4411333,-79.9977805,4.5,14,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Coffee & Tea, Food","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0'}"
